method,dataset,instance,n_runs,Z_best,Z_mean,Z_std,Z_worst,t2b_mean,total_time_mean,time_budget_s,bound,gap_solver_pct,model_status,T,J,I
ILS_v1,4X,IncT4x_1,10.0,101158.562,126364.12360000002,13778.206648529653,148880.709,1615.4109,1802.0222,1900.0,,,,76.0,160.0,50.0
ILS_v1,4X,IncT4x_10,10.0,59484.482,70810.07040000001,11790.686148201517,96705.919,1612.7195000000002,1801.8457999999998,1900.0,,,,76.0,160.0,50.0
ILS_v1,4X,IncT4x_2,10.0,188683.246,232722.26140000002,26927.529937156138,273481.35,1643.7912000000001,1800.968,1900.0,,,,76.0,160.0,50.0
ILS_v1,4X,IncT4x_3,10.0,97144.237,110291.00619999999,8304.142045062305,123443.748,1710.0333999999998,1801.5672,1900.0,,,,76.0,160.0,50.0
ILS_v1,4X,IncT4x_4,10.0,198915.417,222323.79419999997,16824.443328834797,246705.047,1627.9676,1801.7287000000001,1900.0,,,,76.0,160.0,50.0
ILS_v1,4X,IncT4x_5,10.0,83918.115,111476.58859999999,18884.759346374227,141665.752,1621.4597,1801.1632000000002,1900.0,,,,76.0,160.0,50.0
ILS_v1,4X,IncT4x_6,10.0,142511.048,155809.42570000002,9122.366585065278,171776.114,1559.112,1801.0003000000002,1900.0,,,,76.0,160.0,50.0
ILS_v1,4X,IncT4x_7,10.0,76269.77,84506.19450000001,5709.917967706526,93286.583,1704.0415,1801.387,1900.0,,,,76.0,160.0,50.0
ILS_v1,4X,IncT4x_8,10.0,258405.534,292131.68970000005,17579.782777295855,312214.372,1699.0808000000002,1800.8895999999997,1900.0,,,,76.0,160.0,50.0
ILS_v1,4X,IncT4x_9,10.0,55567.314,70513.16140000001,8161.461760025988,84122.314,1695.8314000000003,1802.3429,1900.0,,,,76.0,160.0,50.0
ILS_v1,5X,IncT5x_7,10.0,87045.064,98281.6385,7871.658601797976,111676.149,1563.0166,1802.721,1900.0,,,,95.0,160.0,50.0
ILS_v1,5X,IncT5x_8,10.0,267526.018,310180.48639999994,27742.6003858529,363013.023,1536.6399,1801.8673999999999,1900.0,,,,95.0,160.0,50.0
ILS_v1,5X,IncT5x_9,10.0,69121.466,86521.22660000001,10574.71240166539,101878.261,1528.6187,1801.6451000000002,1900.0,,,,95.0,160.0,50.0
ILS_v1,Real,Ale_1,10.0,100569.996,117053.0058,9164.926720954109,131077.052,1132.9251,1800.161,1900.0,,,,25.0,161.0,50.0
ILS_v1,Real,Ale_10,10.0,7142.758,10712.7464,2526.5328643234125,14168.789,926.6424999999999,1800.1026000000002,1900.0,,,,19.0,160.0,50.0
ILS_v1,Real,Ale_2,10.0,105702.766,110707.12479999999,3722.003189280106,117292.491,590.6922999999999,1800.0810000000001,1900.0,,,,19.0,160.0,50.0
ILS_v1,Real,Ale_3,10.0,44119.473,49389.5665,3365.3830959164643,54714.339,618.3234,1800.0674999999999,1900.0,,,,19.0,160.0,50.0
ILS_v1,Real,Ale_4,10.0,128457.26,135266.28859999997,3634.5867356308936,139242.876,850.0301000000002,1800.1423,1900.0,,,,19.0,160.0,50.0
ILS_v1,Real,Ale_5,10.0,48181.896,54122.21089999999,4381.502854133129,59437.147,852.0286,1800.0972000000002,1900.0,,,,19.0,160.0,50.0
ILS_v1,Real,Ale_6,10.0,69353.482,77477.3034,5114.726052351673,84719.936,821.7662999999999,1800.1645,1900.0,,,,19.0,160.0,50.0
ILS_v1,Real,Ale_7,10.0,17718.183,21053.904300000002,2142.455573707529,24363.205,784.2021000000001,1800.1269,1900.0,,,,19.0,160.0,50.0
ILS_v1,Real,Ale_8,10.0,164214.724,175873.08969999998,7580.763234024878,185688.756,892.3884,1800.1878000000002,1900.0,,,,19.0,160.0,50.0
ILS_v1,Real,Ale_9,10.0,16732.347,19454.6757,2051.83078475969,22349.793,840.9195,1800.1520000000005,1900.0,,,,19.0,160.0,50.0
ILS_v2,2X,IncT2X_1,10.0,42278.155,43834.2662,1016.6308028480697,45425.166,3089.892,3603.3337,3600.0,,,,38.0,160.0,50.0
ILS_v2,2X,IncT2X_10,10.0,8862.78,10203.8462,693.6338048336133,11240.278,3323.9248999999995,3603.8497,3600.0,,,,38.0,160.0,50.0
ILS_v2,2X,IncT2X_2,10.0,106776.062,109959.4436,2425.497369270852,113791.744,3057.6391999999996,3605.5163999999995,3600.0,,,,38.0,160.0,50.0
ILS_v2,2X,IncT2X_3,10.0,45168.086,48130.82030000001,1506.5010764251817,49796.458,3031.6243999999997,3606.0077000000006,3600.0,,,,38.0,160.0,50.0
ILS_v2,2X,IncT2X_4,10.0,133316.912,135572.94629999998,2282.8220244068275,140517.153,2812.4896,3603.9860999999996,3600.0,,,,38.0,160.0,50.0
ILS_v2,2X,IncT2X_5,10.0,38391.644,41638.9287,4046.3178480121082,51260.256,3041.2114,3605.2889999999998,3600.0,,,,38.0,160.0,50.0
ILS_v2,2X,IncT2X_6,10.0,71405.102,74496.7347,2331.688520859129,78941.952,2818.0201,3605.0013,3600.0,,,,38.0,160.0,50.0
ILS_v2,2X,IncT2X_7,10.0,13964.65,14744.448999999999,882.8348388381855,16693.413,2602.4610999999995,3607.5051,3600.0,,,,38.0,160.0,50.0
ILS_v2,2X,IncT2X_8,10.0,170021.061,174903.1128,3262.936404413866,179712.419,2584.7504,3604.6362999999997,3600.0,,,,38.0,160.0,50.0
ILS_v2,2X,IncT2X_9,10.0,19182.946,20566.6611,730.3149234871897,21826.442,3248.7221999999997,3605.4968,3600.0,,,,38.0,160.0,50.0
ILS_v2,3X,IncT3x_1,10.0,46421.26,49102.6273,2968.119093188481,55525.366,2699.0364,3663.2347,3600.0,,,,57.0,160.0,50.0
ILS_v2,3X,IncT3x_10,10.0,13044.383,15476.142100000001,1344.3665578350312,17053.671,2766.5155999999997,3675.3217999999993,3600.0,,,,57.0,160.0,50.0
ILS_v2,3X,IncT3x_2,10.0,112927.942,121108.5019,5517.217774920988,131272.104,2508.8103,3666.0705000000003,3600.0,,,,57.0,160.0,50.0
ILS_v2,3X,IncT3x_3,10.0,50505.825,54222.801,2304.5704448373417,56966.85,2179.6906,3673.0290999999997,3600.0,,,,57.0,160.0,50.0
ILS_v2,3X,IncT3x_4,10.0,137723.912,141649.31730000002,2549.716524338601,145888.077,3078.1199,3679.8598999999995,3600.0,,,,57.0,160.0,50.0
ILS_v2,3X,IncT3x_5,10.0,51987.339,56683.485700000005,3589.2340880097727,61783.737,2730.0652,3651.5779,3600.0,,,,57.0,160.0,50.0
ILS_v2,3X,IncT3x_6,10.0,79045.162,81561.32449999999,1921.3880562982608,85413.351,2945.5292,3666.4490999999994,3600.0,,,,57.0,160.0,50.0
ILS_v2,3X,IncT3x_7,10.0,20633.358,22159.2003,977.8228827005943,23502.73,2110.9402,3683.9905999999996,3600.0,,,,57.0,160.0,50.0
ILS_v2,3X,IncT3x_8,10.0,179293.164,183909.3642,3631.8006422411263,190667.827,2097.3111999999996,3679.5745,3600.0,,,,57.0,160.0,50.0
ILS_v2,3X,IncT3x_9,10.0,25388.89,28399.9462,1741.252038710894,31435.975,2774.7866000000004,3701.3021,3600.0,,,,57.0,160.0,50.0
ILS_v2,4X,IncT4x_1,10.0,54208.086,59407.920999999995,3219.9676641501637,64003.094,2851.5678,3731.3104,3600.0,,,,76.0,160.0,50.0
ILS_v2,4X,IncT4x_10,10.0,20157.417,21858.982200000002,1081.7134565691806,23221.553,2489.7015,3755.2591,3600.0,,,,76.0,160.0,50.0
ILS_v2,4X,IncT4x_2,10.0,117470.63,128555.397,9402.878686738897,148925.922,2801.7665,3718.6769,3600.0,,,,76.0,160.0,50.0
ILS_v2,4X,IncT4x_3,10.0,58956.125,62567.022600000004,2575.582249314649,66961.718,2424.3719,3763.0226000000002,3600.0,,,,76.0,160.0,50.0
ILS_v2,4X,IncT4x_4,10.0,143568.07,152961.72170000002,7651.622750531644,165147.692,2869.7025999999996,3708.2789000000002,3600.0,,,,76.0,160.0,50.0
ILS_v2,4X,IncT4x_5,10.0,47752.589,59378.4968,8188.6328523800175,68740.179,1469.6562,3768.9097,3600.0,,,,76.0,160.0,50.0
ILS_v2,4X,IncT4x_6,10.0,86939.556,92277.80059999999,4139.959772990853,100774.548,2746.4030999999995,3703.9837999999995,3600.0,,,,76.0,160.0,50.0
ILS_v2,4X,IncT4x_7,10.0,26566.027,32049.021400000005,3605.6589667834096,36824.725,2696.3936999999996,3698.5407,3600.0,,,,76.0,160.0,50.0
ILS_v2,4X,IncT4x_8,10.0,182781.1,190761.81540000002,6164.1608047956115,201628.234,2507.9873000000002,3743.0744999999997,3600.0,,,,76.0,160.0,50.0
ILS_v2,4X,IncT4x_9,10.0,29805.886,35252.9033,4343.597258260231,43786.319,2843.0399,3767.8049,3600.0,,,,76.0,160.0,50.0
ILS_v2,5X,IncT5x_1,10.0,60934.004,67515.9927,4494.198277053995,74339.252,2782.5021,3843.7341,3600.0,,,,95.0,160.0,50.0
ILS_v2,5X,IncT5x_10,10.0,25271.66,28333.237399999995,1813.145643070395,30249.897,2590.3994,3726.8247999999994,3600.0,,,,95.0,160.0,50.0
ILS_v2,5X,IncT5x_2,10.0,127719.441,138962.11070000002,8905.392537330215,152022.265,3016.8893000000003,3782.2038000000002,3600.0,,,,95.0,160.0,50.0
ILS_v2,5X,IncT5x_3,10.0,64510.463,68758.8061,2713.0686451883826,73911.899,1896.9055,3760.4055,3600.0,,,,95.0,160.0,50.0
ILS_v2,5X,IncT5x_4,10.0,153061.727,162985.088,8140.834261769706,174735.918,2799.3367000000003,3838.3213000000005,3600.0,,,,95.0,160.0,50.0
ILS_v2,5X,IncT5x_5,10.0,65042.57,73037.76930000001,4945.523569844733,79027.113,2307.2524999999996,3830.13,3600.0,,,,95.0,160.0,50.0
ILS_v2,5X,IncT5x_6,10.0,94932.155,99032.05769999999,2850.257651554098,104628.853,2428.2682,3802.2168999999994,3600.0,,,,95.0,160.0,50.0
ILS_v2,5X,IncT5x_7,10.0,32890.491,38965.4109,5049.998457465144,47654.487,2713.4614,3857.1161999999995,3600.0,,,,95.0,160.0,50.0
ILS_v2,5X,IncT5x_8,10.0,192509.469,206137.3237,11936.071331927464,232845.395,2843.8619,3769.5753999999993,3600.0,,,,95.0,160.0,50.0
ILS_v2,5X,IncT5x_9,10.0,38785.716,41176.6498,2403.3496317980776,46318.834,2534.9981,3794.2491999999997,3600.0,,,,95.0,160.0,50.0
ILS_v2,Real,Ale_1,10.0,86324.908,88602.8517,1899.1289260058168,91044.287,1822.3824,3601.3619,3600.0,,,,25.0,161.0,50.0
ILS_v2,Real,Ale_10,10.0,6063.274,6411.3444,271.75559539908477,6909.415,1175.0113,3600.9284999999995,3600.0,,,,19.0,160.0,50.0
ILS_v2,Real,Ale_2,10.0,100009.609,101112.4841,686.397881949665,101993.548,557.9796,3600.612,3600.0,,,,19.0,160.0,50.0
ILS_v2,Real,Ale_3,10.0,40763.571,42439.563700000006,1265.3522450725868,44535.798,1374.8631,3601.0415000000003,3600.0,,,,19.0,160.0,50.0
ILS_v2,Real,Ale_4,10.0,127839.076,129024.26969999999,1219.8791207967229,131118.561,692.3967,3601.1571000000004,3600.0,,,,19.0,160.0,50.0
ILS_v2,Real,Ale_5,10.0,35426.141,35454.8027,83.00795003431713,35690.183,792.5724,3601.0519999999997,3600.0,,,,19.0,160.0,50.0
ILS_v2,Real,Ale_6,10.0,67288.871,68627.077,810.4464879129548,69587.024,1662.5594,3600.7129,3600.0,,,,19.0,160.0,50.0
ILS_v2,Real,Ale_7,10.0,10578.918,10578.918000000001,1.9173831849720224e-12,10578.918,1297.4782,3600.8339,3600.0,,,,19.0,160.0,50.0
ILS_v2,Real,Ale_8,10.0,161498.634,162800.02,954.372744919699,164488.865,940.9210999999999,3600.6727999999994,3600.0,,,,19.0,160.0,50.0
ILS_v2,Real,Ale_9,10.0,15863.543,16028.8549,156.837621620756,16388.529,1365.1731,3600.6408,3600.0,,,,19.0,160.0,50.0
